id,founder_name,email,role,company,location,idea,about,keywords,stage,linked_in,notes
b38c81ff-0a1a-4896-870e-b350ea7c366c,Tracey Morrison,tracey.morrison@hotmail.com,Co-Founder,Cook PLC,"West Kyle, Palau",A robotics solution that automates fraud detection for developers.,Tracey Morrison combines experience in engineering with strong skills in robotics. They have built solutions for teachers and achieved scalable systems.,"consumer, BioTech, AI",series A,https://linkedin.com/in/tanderson,Raised interest from AntlerIndia investors.
1dbacbbc-c8ac-4f44-9b5f-c259a8b312c7,Emily Bennett,emily.bennett@yahoo.com,Investor,Li-Santiago,"Lake Ellenhaven, Guyana",Personalized robotic assistant for consumers to save time.,Emily Bennett has a background in biotechnology with over 6 years of experience. They have worked at Tesla and specialize in data science. Their work has led to impactful research.,"Logistics, Legal, robotics",series A,https://linkedin.com/in/coxhenry,Seeking advisors for patients-focused growth.
41cf2c24-29c3-45f6-81d7-b1abb0f22034,Travis Tucker,travis.tucker@outlook.com,Engineer,Cooke and Sons,"West Meganville, Madagascar",Simplifying reporting in fintech using robotic assistant.,"With expertise in data science, Travis Tucker has previously contributed to Neuralink. They are passionate about product design and focus on delivering reduced errors.","fintech, Edtech, Legal",growth,https://linkedin.com/in/stanleynancy,"Strong traction in fintech, next milestone is growth stage."
daad6bc4-08c5-4249-b2ce-5329ebd37103,Linda Moore,linda.moore@outlook.com,Engineer,Guerra PLC,"Lake Samuel, Isle of Man",Smart robotic assistant that solves education gaps for patients.,Linda Moore has a background in engineering with over 10 years of experience. They have worked at Microsoft and specialize in AI. Their work has led to faster product launches.,"healthcare, AI, Logistics",none,https://linkedin.com/in/erica37,
14897731-43ee-4b17-834a-81bca59bc402,Nicole Bowers,nicole.bowers@yahoo.com,Founder,Ferguson LLC,"Mckeeborough, Heard Island and McDonald Islands",Personalized robotic assistant for doctors to save time.,Nicole Bowers combines experience in engineering with strong skills in machine learning. They have built solutions for consumers and achieved faster product launches.,"Edtech, b2b, healthcare",none,https://linkedin.com/in/smurray,
cea2ffbb-46e7-478b-88d7-7b1d045fb8e5,Kathryn Barnes,kathryn.barnes@outlook.com,Investor,Montoya PLC,"Port John, Norway",Connecting consumers with platform through a healthcare marketplace.,Kathryn Barnes has a background in biotechnology with over 6 years of experience. They have worked at AntlerIndia and specialize in UI/UX design. Their work has led to scalable systems.,"b2b, AI, consumer",series A,https://linkedin.com/in/jsawyer,
4db72b23-13a4-4c38-b631-b71f7e02b280,Michelle Black,michelle.black@yahoo.com,Other,Mitchell and Sons,"Shannonhaven, Cameroon",A robotics solution that automates fraud detection for developers.,"With expertise in data science, Michelle Black has previously contributed to Google. They are passionate about engineering and focus on delivering faster product launches.","marketplace, AI, Crypto",series A,https://linkedin.com/in/odavis,
c05e78e8-12c9-4c83-b047-ad153bfc4296,Stacey Arias,stacey.arias@outlook.com,Investor,Brown-Shaw,"South Virginia, Holy See (Vatican City State)",Creating AI-powered tools for doctors to improve save time.,Stacey Arias has a background in finance with over 11 years of experience. They have worked at Google and specialize in robotics. Their work has led to scalable systems.,"robotics, Legal, marketplace",series A,https://linkedin.com/in/anthonygalvan,"Strong traction in climate, next milestone is growth stage."
77494e44-465c-4d0d-97fc-2556301186fd,Marie Moody,marie.moody@yahoo.com,Other,Johnson Group,"Port Janice, Kiribati",Personalized mobile app for consumers to improve accuracy.,Marie Moody has a background in finance with over 12 years of experience. They have worked at OpenAI and specialize in UI/UX design. Their work has led to faster product launches.,"fintech, Crypto, BioTech",pre-seed,https://linkedin.com/in/bullockandrew,
2ad31f4e-1f68-4899-a8a3-e4ad041c2e6d,Chase Bentley,chase.bentley@hotmail.com,PM,"Rose, Rodriguez and Roberts","Davidbury, Italy",Developing mobile app to solve financial fraud in climate.,Chase Bentley has a background in finance with over 5 years of experience. They have worked at OpenAI and specialize in data science. Their work has led to reduced errors.,"b2b, consumer, BioTech",none,https://linkedin.com/in/fbrown,
6fa3a616-fd80-4913-8255-8295bcc37cc3,Alexis Robertson,alexis.robertson@outlook.com,PM,Higgins LLC,"Smithstad, Dominican Republic",Helping small businesses in Marketing reduce costs with platform.,"With expertise in cloud systems, Alexis Robertson has previously contributed to AntlerIndia. They are passionate about engineering and focus on delivering faster product launches.","AI, consumer, Edtech",none,https://linkedin.com/in/qlopez,
a94ad134-574a-4423-86c4-aeef7d612011,William Jones,william.jones@outlook.com,PM,"Stephens, Hartman and Romero","South Morganton, North Macedonia",Building a robotics platform that helps patients scale faster.,William Jones has a background in biotechnology with over 7 years of experience. They have worked at Apple and specialize in UI/UX design. Their work has led to impactful research.,"AI, marketplace, b2b",seed,https://linkedin.com/in/qzavala,
07f2c40a-8569-4295-a2b2-9665c1cd495f,Heather Jones,heather.jones@hotmail.com,Founder,Quinn Ltd,"Port Bonniemouth, Burkina Faso",Helping teachers in robotics scale faster with platform.,"With expertise in AI, Heather Jones has previously contributed to Stripe. They are passionate about computer science and focus on delivering impactful research.","Crypto, consumer, b2b",growth,https://linkedin.com/in/bellmatthew,
2bcf737a-e266-465f-be8c-7d321a73c5a8,Sandra Cohen,sandra.cohen@outlook.com,Investor,"Mendoza, White and Taylor","Johnsonborough, Aruba",Personalized platform for patients to improve accuracy.,Sandra Cohen combines experience in product design with strong skills in UI/UX design. They have built solutions for small businesses and achieved impactful research.,"b2b, consumer, AI",growth,https://linkedin.com/in/ninastewart,
098a9a81-7a79-4693-af10-258e4b4bea72,James Ochoa,james.ochoa@yahoo.com,Other,King-Mullins,"West Michael, Slovakia (Slovak Republic)",Smart platform that solves logistics inefficiency for doctors.,"With expertise in robotics, James Ochoa has previously contributed to Apple. They are passionate about product design and focus on delivering scalable systems.","marketplace, b2b, BioTech",none,https://linkedin.com/in/glennmartin,
14dea3db-c8f6-4bd1-a7b1-db5c0508ff99,Jacob Preston,jacob.preston@hotmail.com,Investor,"Gonzales, Huber and Morgan","South Heather, Heard Island and McDonald Islands",A new way for consumers to access legal advice in edtech.,Jacob Preston has a background in finance with over 5 years of experience. They have worked at Google and specialize in AI. Their work has led to impactful research.,"b2b, AI, healthcare",none,https://linkedin.com/in/laurie61,
593c76cd-c6b4-43e6-a2be-e92df5ba1521,Zachary White,zachary.white@yahoo.com,PM,Morris-Miller,"Kirkchester, Chad",Helping patients in fintech increase access with platform.,Zachary White has a background in finance with over 9 years of experience. They have worked at Tesla and specialize in machine learning. Their work has led to reduced errors.,"fintech, consumer, Crypto",pre-seed,https://linkedin.com/in/cbell,
e0f1b1fe-39ef-4783-b925-bcc8027331b7,Susan Mendez,susan.mendez@outlook.com,PM,Hill-Whitney,"North Emilyfurt, Haiti",Creating AI-powered tools for developers to improve scale faster.,Susan Mendez combines experience in computer science with strong skills in data science. They have built solutions for developers and achieved faster product launches.,"marketplace, robotics, Edtech",pre-seed,https://linkedin.com/in/stephaniethomas,
5fe7c952-303d-4f7e-859b-bb25e36d825b,Rachael Johnson,rachael.johnson@outlook.com,Investor,Young Ltd,"Michaelshire, Antigua and Barbuda",A new way for teachers to access cloud hosting in fintech.,Rachael Johnson has a background in engineering with over 6 years of experience. They have worked at Amazon and specialize in AI. Their work has led to impactful research.,"healthcare, robotics, BioTech",seed,https://linkedin.com/in/erikarush,Raised interest from Tesla investors.
d52d585e-aeb7-496d-b3b7-81c869e6213d,Phillip Berry,phillip.berry@outlook.com,Other,"Richardson, Edwards and Ramirez","North Jillfort, Maldives",Providing developers with marketing support that drives improve accuracy.,"With expertise in data science, Phillip Berry has previously contributed to Microsoft. They are passionate about product design and focus on delivering scalable systems.","Legal, AI, marketplace",seed,https://linkedin.com/in/hmcintyre,
81db8763-fa76-4f15-9b22-9af324f54364,David Griffin,david.griffin@outlook.com,Founder,"Mitchell, Hendricks and Henry","East Melissamouth, China",Developing robotic assistant to solve logistics inefficiency in robotics.,"With expertise in data science, David Griffin has previously contributed to Amazon. They are passionate about product design and focus on delivering reduced errors.","marketplace, Crypto, fintech",pre-seed,https://linkedin.com/in/zosborn,
19caacf4-e56d-450a-a491-dc0a6ea0dcb0,Sarah Flores,sarah.flores@hotmail.com,Investor,Mckinney-Pierce,"Patriciaburgh, Rwanda",Building a Marketing platform that helps small businesses reduce costs.,Sarah Flores combines experience in engineering with strong skills in data science. They have built solutions for patients and achieved impactful research.,"Logistics, Crypto, BioTech",pre-seed,https://linkedin.com/in/laurahicks,
51bdc485-ba12-4e77-acdd-2914fe5b331b,Curtis Taylor,curtis.taylor@gmail.com,Co-Founder,Johnson-Spencer,"Tannerside, Bulgaria",Connecting small businesses with AI system through a healthcare marketplace.,Curtis Taylor combines experience in product design with strong skills in machine learning. They have built solutions for small businesses and achieved faster product launches.,"Edtech, consumer, Logistics",none,https://linkedin.com/in/jonesraymond,Potential collaboration with AntlerIndia on analytics.
68c20983-e574-44cd-b318-eff43b53d4b0,Karen Jenkins,karen.jenkins@gmail.com,PM,Morrow-Jones,"Dawnmouth, Lao People's Democratic Republic",Connecting doctors with mobile app through a robotics marketplace.,Karen Jenkins combines experience in finance with strong skills in robotics. They have built solutions for teachers and achieved reduced errors.,"robotics, healthcare, Legal",seed,https://linkedin.com/in/david89,
31014973-51a5-49be-b601-7d9f21872c37,Vincent Reynolds,vincent.reynolds@yahoo.com,Engineer,Guerra PLC,"West Fred, Gibraltar",Personalized AI system for small businesses to increase access.,Vincent Reynolds has a background in finance with over 5 years of experience. They have worked at Microsoft and specialize in robotics. Their work has led to reduced errors.,"consumer, robotics, b2b",series A,https://linkedin.com/in/michaeleverett,
27f8e96a-eb33-4949-8297-2e54949db204,Sarah King,sarah.king@outlook.com,Other,"Huber, Hill and Weber","New Danielleshire, Western Sahara",A new way for patients to access marketing support in fintech.,"With expertise in data science, Sarah King has previously contributed to Google. They are passionate about product design and focus on delivering faster product launches.","Crypto, BioTech, consumer",none,https://linkedin.com/in/georgeweber,Considering expansion into robotics markets.
c82e6b84-6ffe-4a34-bd28-d30a7d994c05,Gail Bradshaw,gail.bradshaw@outlook.com,Investor,Bryan Inc,"North Stacyshire, Estonia",On-demand legal advice for consumers in the AI space.,Gail Bradshaw combines experience in product design with strong skills in robotics. They have built solutions for patients and achieved impactful research.,"healthcare, b2b, robotics",pre-seed,https://linkedin.com/in/katiebutler,"Strong traction in robotics, next milestone is growth stage."
f05624b6-c7f0-4591-abd6-ca44cc2f52de,Kathleen Burton,kathleen.burton@yahoo.com,Founder,May-Turner,"Port Lindsay, Iraq",A new way for small businesses to access mentorship in climate.,Kathleen Burton has a background in product design with over 4 years of experience. They have worked at Microsoft and specialize in AI. Their work has led to reduced errors.,"BioTech, Crypto, healthcare",none,https://linkedin.com/in/shawn02,
5f298eb1-dd36-42ba-beee-df7591d8f299,John Harris,john.harris@gmail.com,PM,"Thomas, Hensley and Flores","Theresaberg, Senegal",Personalized platform for patients to reduce costs.,John Harris has a background in finance with over 8 years of experience. They have worked at Apple and specialize in robotics. Their work has led to impactful research.,"BioTech, Logistics, marketplace",none,https://linkedin.com/in/zachary15,
2e35f554-a2cc-4e5e-87ad-fc09ff58ee6f,Bryan Cole,bryan.cole@gmail.com,Investor,Davis LLC,"Linchester, Egypt",A platform that connects patients and patients through training.,Bryan Cole combines experience in product design with strong skills in machine learning. They have built solutions for doctors and achieved reduced errors.,"Legal, b2b, consumer",series A,https://linkedin.com/in/lisapeck,
64bb0afb-5324-40c1-befe-1e0b6caa82de,Cheryl Moore,cheryl.moore@yahoo.com,Co-Founder,"Owens, Koch and Jimenez","South Williambury, Cuba",Connecting doctors with AI system through a climate marketplace.,Cheryl Moore combines experience in engineering with strong skills in data science. They have built solutions for small businesses and achieved impactful research.,"BioTech, healthcare, robotics",series A,https://linkedin.com/in/brandon47,
11e0e468-8f32-440b-ace0-350cf3ac33a4,Sarah Chambers,sarah.chambers@yahoo.com,PM,Herrera-Boone,"Andersonview, Saint Lucia",A platform that connects doctors and doctors through analytics.,"With expertise in AI, Sarah Chambers has previously contributed to Stripe. They are passionate about engineering and focus on delivering reduced errors.","AI, healthcare, Legal",none,https://linkedin.com/in/kathryn50,
482fd5e3-f857-41da-b73e-b0f456f904c3,Kelly Lee,kelly.lee@yahoo.com,Founder,"Roberts, Hughes and Cole","Marciaville, Brunei Darussalam",Building a Marketing platform that helps patients increase access.,Kelly Lee has a background in engineering with over 11 years of experience. They have worked at Microsoft and specialize in UI/UX design. Their work has led to faster product launches.,"AI, Edtech, robotics",pre-seed,https://linkedin.com/in/longlaura,
758b9b40-0504-4098-905d-f019ea5a4162,Todd Fischer,todd.fischer@hotmail.com,Investor,Morrison Group,"North Benjaminmouth, Spain",A platform that connects developers and developers through mentorship.,Todd Fischer has a background in computer science with over 9 years of experience. They have worked at Tesla and specialize in cloud systems. Their work has led to faster product launches.,"BioTech, Logistics, marketplace",none,https://linkedin.com/in/jstone,
07a7d2c3-c973-4e5c-9446-a0715ab99cea,Kaylee Murphy,kaylee.murphy@yahoo.com,Other,"Flores, Long and Jensen","Brittneyhaven, Switzerland",Building a AI platform that helps patients improve accuracy.,Kaylee Murphy combines experience in finance with strong skills in UI/UX design. They have built solutions for small businesses and achieved impactful research.,"Edtech, AI, fintech",growth,https://linkedin.com/in/terickson,
68b17773-a7a9-4236-a0cb-4412b25f8fac,Alan Rivera,alan.rivera@hotmail.com,PM,Whitney PLC,"Lauratown, Nepal",Simplifying reporting in robotics using platform.,Alan Rivera has a background in engineering with over 4 years of experience. They have worked at Neuralink and specialize in data science. Their work has led to faster product launches.,"healthcare, robotics, Logistics",series A,https://linkedin.com/in/pbaker,
7d3931ea-976d-4444-886c-9a233c5c2eeb,Paula Lane,paula.lane@yahoo.com,Co-Founder,"Williams, Castillo and Warren","Hernandezbury, Antigua and Barbuda",Building a edtech platform that helps developers scale faster.,Paula Lane combines experience in finance with strong skills in AI. They have built solutions for doctors and achieved scalable systems.,"Edtech, BioTech, healthcare",pre-seed,https://linkedin.com/in/leescott,
5470206b-8119-4149-a40f-b051a364811f,Jason Harris,jason.harris@gmail.com,PM,"Hampton, Knapp and Salas","Lake Devinborough, Monaco",Creating AI-powered tools for small businesses to improve improve accuracy.,"With expertise in data science, Jason Harris has previously contributed to Apple. They are passionate about biotechnology and focus on delivering reduced errors.","consumer, Legal, Crypto",pre-seed,https://linkedin.com/in/whitney78,Seeking advisors for doctors-focused growth.
a576616e-8223-4d2e-a577-e943d8e3d33a,Tyler Stevens,tyler.stevens@outlook.com,Other,"Peterson, Gomez and Ingram","Chelseaborough, Egypt",Personalized robotic assistant for small businesses to reduce costs.,Tyler Stevens combines experience in biotechnology with strong skills in machine learning. They have built solutions for developers and achieved reduced errors.,"fintech, AI, healthcare",pre-seed,https://linkedin.com/in/angela34,Seeking advisors for patients-focused growth.
62144056-fe3f-4363-a873-c94a99f5b6f9,Michele Vaughn,michele.vaughn@yahoo.com,Other,Stewart-Bailey,"Keithshire, Philippines",A new way for consumers to access fundraising in healthcare.,"With expertise in data science, Michele Vaughn has previously contributed to OpenAI. They are passionate about finance and focus on delivering scalable systems.","Crypto, fintech, robotics",none,https://linkedin.com/in/zhuang,Currently prototyping platform for doctors.
46245955-d5e5-4baf-96fd-0926f5d403d5,Tina Ballard,tina.ballard@hotmail.com,Founder,Williams-Moses,"West Sandraview, San Marino",Simplifying patient care in robotics using AI system.,Tina Ballard has a background in biotechnology with over 7 years of experience. They have worked at Google and specialize in robotics. Their work has led to scalable systems.,"AI, robotics, consumer",series A,https://linkedin.com/in/ilewis,
1bff9e49-d6a2-49fa-b6a6-4f4312b8cd88,Justin Nelson,justin.nelson@outlook.com,Engineer,Gilbert PLC,"East Brent, United Kingdom",Developing platform to solve diagnosis delays in healthcare.,Justin Nelson has a background in computer science with over 3 years of experience. They have worked at Google and specialize in robotics. Their work has led to reduced errors.,"b2b, consumer, AI",growth,https://linkedin.com/in/danawilliams,
c866a2a2-2d05-4ddd-96d3-0e0422522cdb,Mitchell Garcia,mitchell.garcia@gmail.com,Founder,Smith PLC,"South Denise, Turkmenistan",Creating AI-powered tools for developers to improve scale faster.,Mitchell Garcia has a background in product design with over 3 years of experience. They have worked at Microsoft and specialize in AI. Their work has led to impactful research.,"b2b, Crypto, healthcare",series A,https://linkedin.com/in/mwoods,
421e8f34-baf6-493c-acfe-6bfa123d4a83,Donna Mitchell,donna.mitchell@yahoo.com,Engineer,Velez Inc,"New Joanne, Thailand",A AI solution that automates data entry for small businesses.,Donna Mitchell combines experience in engineering with strong skills in cloud systems. They have built solutions for consumers and achieved impactful research.,"Crypto, healthcare, AI",seed,https://linkedin.com/in/gentrygregory,
8872b44b-ffc4-4176-b5bf-8905490f6118,Casey Gillespie,casey.gillespie@hotmail.com,Co-Founder,French-Lopez,"Nancytown, French Southern Territories",A platform that connects consumers and consumers through supply chain optimization.,Casey Gillespie combines experience in product design with strong skills in UI/UX design. They have built solutions for small businesses and achieved impactful research.,"marketplace, healthcare, consumer",growth,https://linkedin.com/in/hebertmatthew,
34269eba-c9cf-49f8-887b-feb949d34d19,Martin Warren,martin.warren@outlook.com,Founder,Rosales Group,"Jamesville, Greenland",Smart platform that solves education gaps for consumers.,Martin Warren combines experience in biotechnology with strong skills in data science. They have built solutions for teachers and achieved faster product launches.,"Legal, b2b, consumer",pre-seed,https://linkedin.com/in/jessicawong,
3be8ecc5-ccf8-4cf0-a1c4-1891825bc3a6,Alexis Rogers,alexis.rogers@outlook.com,Other,Bradley-Todd,"New Melissa, Ukraine",Personalized AI system for consumers to reduce costs.,Alexis Rogers combines experience in finance with strong skills in machine learning. They have built solutions for doctors and achieved faster product launches.,"robotics, Legal, Logistics",none,https://linkedin.com/in/gwilcox,
c15f9dbe-d3b4-4ef4-b30c-0da2af7e438b,James Davis,james.davis@gmail.com,Engineer,Woods and Sons,"West Patrickmouth, Sao Tome and Principe",On-demand mentorship for teachers in the AI space.,James Davis has a background in engineering with over 5 years of experience. They have worked at Tesla and specialize in AI. Their work has led to scalable systems.,"consumer, BioTech, b2b",growth,https://linkedin.com/in/stephanie49,
3821321c-dc6c-463d-8ebc-5686792a8069,Alexandra Valdez,alexandra.valdez@outlook.com,Engineer,"Young, Contreras and Marshall","South Gina, Uzbekistan",Developing robotic assistant to solve financial fraud in AI.,Alexandra Valdez combines experience in engineering with strong skills in data science. They have built solutions for patients and achieved reduced errors.,"fintech, Logistics, marketplace",pre-seed,https://linkedin.com/in/hannah45,Positive early feedback from teachers using mobile app.
5588d4df-b901-4823-bddc-7fc0aec8f7ee,Colleen Anderson,colleen.anderson@gmail.com,PM,Gibson PLC,"Robertside, United States Minor Outlying Islands",Developing platform to solve financial fraud in robotics.,Colleen Anderson combines experience in computer science with strong skills in machine learning. They have built solutions for teachers and achieved scalable systems.,"robotics, AI, consumer",seed,https://linkedin.com/in/ztodd,Follow up with Google about partnership.
0435d361-788f-4e65-865b-d95d3d01e5d2,Colleen Wright,colleen.wright@hotmail.com,Engineer,"Marks, Miller and Griffin","Christianshire, Bouvet Island (Bouvetoya)",Simplifying fraud detection in fintech using platform.,Colleen Wright has a background in finance with over 3 years of experience. They have worked at Stripe and specialize in UI/UX design. Their work has led to faster product launches.,"consumer, marketplace, b2b",pre-seed,https://linkedin.com/in/poolerebecca,Seeking advisors for consumers-focused growth.
96c7617f-441c-4a9a-a726-fbaa7b451181,Joshua Martin,joshua.martin@yahoo.com,Investor,"Ramos, Frazier and Love","Davishaven, Kiribati",A new way for doctors to access cloud hosting in AI.,Joshua Martin combines experience in engineering with strong skills in data science. They have built solutions for small businesses and achieved scalable systems.,"robotics, AI, healthcare",series A,https://linkedin.com/in/chavezwilliam,
be442d40-19ca-4b44-bb1d-7e40bd46ae19,Anthony Ford,anthony.ford@hotmail.com,Co-Founder,Cummings-Foster,"Lake Jefferyland, Aruba",Building a robotics platform that helps doctors scale faster.,Anthony Ford has a background in computer science with over 6 years of experience. They have worked at Microsoft and specialize in data science. Their work has led to scalable systems.,"Crypto, AI, fintech",series A,https://linkedin.com/in/ecooper,
6380ae3e-c4a9-402f-89e0-f3d6e71c7166,Amy Shannon,amy.shannon@outlook.com,Founder,Johnson-Ortiz,"Port Darlene, Saint Lucia",A platform that connects patients and patients through analytics.,"With expertise in cloud systems, Amy Shannon has previously contributed to Amazon. They are passionate about computer science and focus on delivering scalable systems.","fintech, Legal, healthcare",pre-seed,https://linkedin.com/in/ybrooks,Raised interest from Tesla investors.
4f43ba91-7a17-4756-9183-31402dc40f33,Thomas Bennett,thomas.bennett@gmail.com,PM,Vega Ltd,"Lake Michelle, British Indian Ocean Territory (Chagos Archipelago)",Simplifying patient care in fintech using platform.,"With expertise in AI, Thomas Bennett has previously contributed to AntlerIndia. They are passionate about computer science and focus on delivering reduced errors.","Crypto, marketplace, BioTech",pre-seed,https://linkedin.com/in/victorialong,Currently prototyping robotic assistant for doctors.
8cd0c650-1ee5-4d65-8c5d-34916c0ccbbd,William Davenport,william.davenport@outlook.com,Engineer,Good Group,"Patelbury, Egypt",Personalized robotic assistant for doctors to reduce costs.,William Davenport combines experience in product design with strong skills in cloud systems. They have built solutions for patients and achieved faster product launches.,"marketplace, Logistics, Legal",growth,https://linkedin.com/in/rreed,
5a75537c-6b89-4fe1-a1cd-9a5cb1792280,Shaun Cannon,shaun.cannon@gmail.com,Founder,Pacheco Group,"East Jamieville, Nepal",On-demand cloud hosting for doctors in the Marketing space.,Shaun Cannon combines experience in product design with strong skills in machine learning. They have built solutions for small businesses and achieved reduced errors.,"b2b, marketplace, Legal",growth,https://linkedin.com/in/griffinemily,
bea1238a-417b-4816-842a-dc1a7842bc5d,Dana Williams,dana.williams@hotmail.com,Founder,Young-Robinson,"East Williamport, Djibouti",A new way for developers to access marketing support in robotics.,Dana Williams has a background in finance with over 7 years of experience. They have worked at Apple and specialize in UI/UX design. Their work has led to impactful research.,"BioTech, AI, robotics",pre-seed,https://linkedin.com/in/barbara53,
71095c0b-1fd7-4431-8574-90b6709a91c9,Charles Keller,charles.keller@hotmail.com,Engineer,Gutierrez LLC,"New Stacyburgh, Niue",Connecting patients with mobile app through a climate marketplace.,"With expertise in machine learning, Charles Keller has previously contributed to Stripe. They are passionate about product design and focus on delivering reduced errors.","fintech, Edtech, b2b",pre-seed,https://linkedin.com/in/dpeters,Seeking advisors for teachers-focused growth.
5fb51a2f-2a14-4861-8fe5-859297d5f4fe,Teresa Powers,teresa.powers@gmail.com,PM,"Flores, Butler and Hernandez","Whiteside, Lebanon",Building a robotics platform that helps developers save time.,"With expertise in UI/UX design, Teresa Powers has previously contributed to Neuralink. They are passionate about computer science and focus on delivering impactful research.","Crypto, marketplace, Logistics",growth,https://linkedin.com/in/melissaturner,
e081ab02-b51d-47ec-919f-d2fcc546f542,Renee Melendez,renee.melendez@outlook.com,Co-Founder,"Gutierrez, Butler and Moreno","Sanchezborough, Greenland",Connecting developers with AI system through a climate marketplace.,Renee Melendez has a background in engineering with over 6 years of experience. They have worked at Neuralink and specialize in data science. Their work has led to reduced errors.,"robotics, fintech, b2b",growth,https://linkedin.com/in/nielsenmelanie,
d99e7c39-1397-40c1-adfb-364b86066a7d,Nathaniel Lee,nathaniel.lee@gmail.com,PM,Bennett-Jacobs,"Port Charlesshire, Saint Kitts and Nevis",Developing mobile app to solve education gaps in climate.,"With expertise in UI/UX design, Nathaniel Lee has previously contributed to OpenAI. They are passionate about finance and focus on delivering impactful research.","robotics, Crypto, fintech",growth,https://linkedin.com/in/timothybooth,Considering expansion into edtech markets.
2c9a6122-3dc9-49de-96cd-dc05de14f65c,Tyler Smith,tyler.smith@gmail.com,PM,Hayden Inc,"Rochaborough, Indonesia",Creating AI-powered tools for small businesses to improve improve accuracy.,Tyler Smith has a background in engineering with over 6 years of experience. They have worked at Google and specialize in AI. Their work has led to impactful research.,"consumer, BioTech, marketplace",none,https://linkedin.com/in/andrearowe,
9821d255-b003-4266-b9b7-023e3ea202f1,Joseph Howard,joseph.howard@outlook.com,Engineer,Ward-Andrade,"Garciafort, Senegal",A new way for patients to access customer support in fintech.,Joseph Howard combines experience in product design with strong skills in UI/UX design. They have built solutions for developers and achieved reduced errors.,"Edtech, marketplace, fintech",none,https://linkedin.com/in/robin55,
5298b3c7-00b4-4825-a6f7-d9b8fcfb6205,Justin Walker,justin.walker@outlook.com,Other,Smith PLC,"Phillipsborough, Greenland",Smart mobile app that solves education gaps for teachers.,Justin Walker combines experience in finance with strong skills in UI/UX design. They have built solutions for consumers and achieved scalable systems.,"fintech, Crypto, AI",series A,https://linkedin.com/in/noahwhitaker,
48d83cfd-7532-476c-b278-716260cdaec0,Mr. Michael Scott PhD,mr..michael.scott.phd@gmail.com,PM,"May, Henry and Jackson","Garyside, Liechtenstein",A edtech solution that automates data entry for doctors.,Mr. Michael Scott PhD has a background in biotechnology with over 8 years of experience. They have worked at OpenAI and specialize in AI. Their work has led to impactful research.,"consumer, marketplace, AI",series A,https://linkedin.com/in/sabrinaweaver,
c9e51db7-9e5f-4f2d-9934-e4b88e9d6f74,Amy Johnson,amy.johnson@yahoo.com,Engineer,Landry Ltd,"Port Adamberg, Tajikistan",A platform that connects doctors and doctors through training.,Amy Johnson has a background in product design with over 4 years of experience. They have worked at Microsoft and specialize in AI. Their work has led to impactful research.,"b2b, Logistics, BioTech",series A,https://linkedin.com/in/carloshernandez,
1560b3a7-71d2-49f9-a07c-b4c5dbf29e49,Jesus Brown,jesus.brown@gmail.com,Investor,"Estrada, Jensen and Webb","Smithside, Micronesia",A climate solution that automates data entry for small businesses.,Jesus Brown combines experience in biotechnology with strong skills in UI/UX design. They have built solutions for doctors and achieved reduced errors.,"b2b, Edtech, Legal",seed,https://linkedin.com/in/hsmith,
9ab311ec-3b52-4ad1-a47e-357ee7c2dfd0,Kimberly Mitchell,kimberly.mitchell@gmail.com,Engineer,"Li, Craig and Drake","North Samantha, Malta",Connecting developers with AI system through a fintech marketplace.,"With expertise in cloud systems, Kimberly Mitchell has previously contributed to Microsoft. They are passionate about finance and focus on delivering faster product launches.","robotics, marketplace, Logistics",none,https://linkedin.com/in/johnharvey,
c7015baa-2fb7-4036-b989-2364aae80377,Hector Norton,hector.norton@yahoo.com,Founder,Watson Group,"Cunninghambury, French Southern Territories",Helping developers in climate reduce costs with robotic assistant.,Hector Norton has a background in computer science with over 3 years of experience. They have worked at Google and specialize in data science. Their work has led to faster product launches.,"Crypto, b2b, AI",growth,https://linkedin.com/in/valdezmichele,
7cf7dc27-ae0b-4b33-951e-06c4a012c7d1,Anna Gray,anna.gray@yahoo.com,Co-Founder,"Alvarez, Walsh and Warner","South Meganmouth, Mongolia",Personalized AI system for developers to reduce costs.,"With expertise in cloud systems, Anna Gray has previously contributed to Microsoft. They are passionate about engineering and focus on delivering faster product launches.","Logistics, Legal, AI",seed,https://linkedin.com/in/jacobsonsamantha,
cff19c10-0d74-40fa-a324-d34c9b80b8de,Steven Schwartz,steven.schwartz@gmail.com,PM,"Alvarez, Williams and Jones","Rachelshire, Palestinian Territory",A edtech solution that automates fraud detection for teachers.,Steven Schwartz has a background in computer science with over 11 years of experience. They have worked at Amazon and specialize in robotics. Their work has led to impactful research.,"robotics, healthcare, BioTech",none,https://linkedin.com/in/whitemelissa,Positive early feedback from doctors using platform.
8b3e96dc-cf43-4ccc-af07-1a9ef837eeb3,Daniel Thomas,daniel.thomas@yahoo.com,PM,"Nicholson, Hickman and Evans","New Mary, Iceland",Connecting patients with mobile app through a robotics marketplace.,"With expertise in machine learning, Daniel Thomas has previously contributed to Tesla. They are passionate about finance and focus on delivering faster product launches.","marketplace, BioTech, Logistics",seed,https://linkedin.com/in/patrick21,
